ImageNumber	ObjectNumber	Metadata_ChannelNumber	Metadata_FileLocation	Metadata_Frame	Metadata_Plate	Metadata_Series	Metadata_Site	Metadata_Well	Metadata_Well	AreaShape_Area	AreaShape_Center_X	AreaShape_Center_Y	AreaShape_Center_Z	AreaShape_Compactness	AreaShape_Eccentricity	AreaShape_EulerNumber	AreaShape_Extent	AreaShape_FormFactor	AreaShape_MajorAxisLength	AreaShape_MaxFeretDiameter	AreaShape_MaximumRadius	AreaShape_MedianRadius	AreaShape_Perimeter	AreaShape_Solidity	Children_Cytoplasm_Norm_Count	Location_Center_X	Location_Center_Y	Location_Center_Z	Number_Object_Number	Parent_nuclei
195	3			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	95	B01	B01	16763	678.0	379.0	1.0	1.2790576358514725	0.8679862018027144	1.0	0.573054833857514	0.1331224867724797	208.87070667045322	225.523834660552	52.32590180780452	16.278820596099706	1257.9259999999963	0.8677174728886818	1	680.3882956511364	379.47318499075345	0	3	3
195	4			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	95	B01	B01	29075	1164.0	529.0	1.0	2.5681874463260606	0.9007149523699729	1.0	0.2970625798212005	0.066520679805392	399.06397619678796	396.6976178400874	50.774009099144415	13.0	2343.616000000005	0.4340686000074646	1	1165.7379191745486	557.6990885640585	0	4	4
195	5			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	95	B01	B01	52689	760.0	947.0	1.0	1.1074932382938365	0.6915694786198282	1.0	0.6542372881355932	0.07214462200885223	311.813005733877	336.1547262794322	102.00490184299969	34.058772731852805	3029.444000000025	0.8882838381198843	1	773.4827383324792	914.3301068534229	0	5	5
196	1			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	96	B01	B01	14978	113.0	217.0	1.0	1.078776171096162	0.6529519794687265	1.0	0.6055631923667826	0.08163887671569327	161.40111300197984	167.90771274721124	53.75872022286245	14.422205101855956	1518.3899999999956	0.8422414035482327	1	113.11223127253305	219.43951128321538	0	1	1
196	2			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	96	B01	B01	22900	349.0	287.0	1.0	1.3323177762176548	0.8802936636544123	1.0	0.5991627420198848	0.10752896611708378	251.31561100217783	252.8813951242756	56.568542494923804	18.439088914585774	1635.9119999999955	0.870954246377363	1	346.9486462882096	256.05576419213975	0	2	2
196	3			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	96	B01	B01	16535	163.0	425.0	1.0	1.3042287002331137	0.8459601025211695	1.0	0.49754761833117683	0.04406725471789666	206.37576981863276	213.03755537463343	48.83646178829912	12.806248474865697	2171.4459999999976	0.7595314653192466	1	135.2979135167826	427.4159056546719	0	3	3
196	4			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	96	B01	B01	26132	421.0	491.0	1.0	1.103832363254711	0.5693608407735402	1.0	0.5866558908045977	0.0859630968706879	208.93964206623323	234.98297810692586	69.6419413859206	20.248456731316587	1954.4979999999953	0.8698344012648749	1	419.9171896525333	487.97110821980715	0	4	4
196	5			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	96	B01	B01	8998	112.0	718.0	1.0	1.0633598546058705	0.6156852330638903	1.0	0.7270523594053006	0.7886503826314188	122.40120625978355	120.70211265756701	41.593268686170845	14.560219778561036	378.64799999999894	0.9505096920720437	1	121.66170260057791	711.999888864192	0	5	5
196	6			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	96	B01	B01	38738	1327.0	792.0	1.0	1.1378712793158885	0.5094449527091075	1.0	0.5711042311661507	0.06400992984252821	253.4191577643089	280.4728150819612	84.29116205154607	27.16615541441225	2757.718000000024	0.7915649233221287	1	1284.1528473333678	791.6252775052919	0	6	6
197	1			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	97	B01	B01	8618	787.0	81.0	1.0	1.1634770670147516	0.812857080380605	1.0	0.6785826771653544	0.7952304612659145	137.84338272511124	136.07718398026907	38.28837943815329	14.212670403551895	369.02999999999884	0.9740054249547918	1	771.3544906010675	89.48294267811558	0	1	1
197	2			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	97	B01	B01	12331	313.0	138.0	1.0	1.4310736448795363	0.8734104952474588	1.0	0.5554504504504505	0.26836304187230936	190.22253420246344	201.71762441591463	44.94441010848846	12.649110640673518	759.8759999999976	0.8604423975996093	1	309.26980780147596	142.2943800178412	0	2	2
197	3			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	97	B01	B01	25543	429.0	176.0	1.0	1.102020473371995	0.652982814774567	1.0	0.662095958941393	0.2960033769293059	213.000727584083	233.42022191746798	74.43117626371358	22.360679774997898	1041.339999999997	0.900638200345545	1	429.6712210781819	168.4912108992679	0	3	3
197	4			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	97	B01	B01	33051	1249.0	282.0	1.0	1.0333355115474456	0.4659260069754225	1.0	0.7051632174098571	0.23411349543973592	220.4087357374804	238.89118861942146	89.98888820293314	26.92582403567252	1331.937999999996	0.946748782583787	1	1242.7885389246921	282.88548001573326	0	4	4
197	5			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	97	B01	B01	15318	127.0	748.0	1.0	1.3492853426257103	0.870935399455355	1.0	0.5466029117898944	0.15212084478657323	205.49854931881785	227.705950734714	51.03920062069938	15.0	1124.8939999999966	0.8667949298325034	1	119.71216869042956	766.4364146755452	0	5	5
197	6			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	97	B01	B01	7513	170.0	944.0	1.0	1.1362909389635267	0.6472956328970059	1.0	0.5160027472527473	0.3928213963825971	117.07396434390253	151.7926216915697	40.607881008493905	12.529964086141668	490.24599999999833	0.8217664752529396	1	170.48342872354584	948.0702781844802	0	6	6
198	1			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	98	B01	B01	22163	639.0	90.0	1.0	1.1798616049663493	0.78282962731915	1.0	0.6045553737043099	0.11613983764213053	218.6590316667302	232.8797973204202	62.12889826803627	17.804493814764857	1548.5619999999956	0.8294070317908799	1	640.9567296846095	88.46397148400487	0	1	1
198	2			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	98	B01	B01	17487	484.0	91.0	1.0	2.5575888868587144	0.9663101549766447	1.0	0.5530360531309297	0.07629210524565679	326.11948829167034	309.01456276363416	41.6293165929973	11.180339887498949	1697.159999999995	0.7415244354924202	1	431.46074226568305	85.36221192886144	0	2	2
198	3			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	98	B01	B01	28510	1106.0	464.0	1.0	1.9161676031302066	0.9130186201878396	1.0	0.3476617279434181	0.025468874378793697	344.60347836583	393.37768111574405	56.60388679233962	13.416407864998739	3750.5820000000585	0.6787287227710986	1	1092.4770256050508	429.00908453174327	0	3	3
198	4			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	98	B01	B01	27754	1017.0	661.0	1.0	1.5584385665692673	0.9218557450452647	1.0	0.4483103960715901	0.05145002472376827	308.7937647900314	341.6460156360674	60.63827174318213	17.0	2603.604000000013	0.8185571875184331	1	990.6610218346905	671.1568062261296	0	4	4
198	5			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	98	B01	B01	20761	197.0	785.0	1.0	1.3663895383944236	0.8521245994484953	1.0	0.5464140018423477	0.1430319103454535	237.6496203382846	255.13133872576296	59.0592922409336	17.08800749063506	1350.5559999999962	0.8592951304815715	1	195.87958190838592	814.5809932084196	0	5	5
198	6			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	98	B01	B01	15138	270.0	856.0	1.0	1.4988232425487176	0.914060961480845	1.0	0.515003061849357	0.19897143654035754	222.3044341998267	236.67699507979225	43.139309220245984	14.866068747318506	977.7859999999966	0.8707506471095771	1	284.55998150350115	837.256837098692	0	6	6
198	7			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	98	B01	B01	14755	1040.0	883.0	1.0	1.0083656814678317	0.32179178259496644	1.0	0.7806878306878307	0.8618643136682678	141.0883609682772	143.83671297690307	62.64982043070834	19.72308292331602	463.8259999999986	0.9813767874958431	1	1040.1882751609623	884.1722128092172	0	7	7
198	8			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	98	B01	B01	12509	1213.0	960.0	1.0	1.048622599361453	0.4932042566511964	1.0	0.7695004921259843	0.596585929810412	137.64742736516587	155.87815754620658	53.71219600798314	17.0	513.3099999999987	0.931630297162434	1	1212.9483571828284	958.7966264289712	0	8	8
199	1			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	99	B01	B01	17966	147.0	96.0	1.0	1.7495517774636384	0.9156327973613415	1.0	0.37615677735438213	0.14423348697117908	261.9574688534905	324.9015235421342	47.38143096192854	13.038404810405298	1251.1159999999952	0.6930124013963627	1	151.48207725704108	80.65440276077034	0	1	1
199	2			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	99	B01	B01	29567	1273.0	148.0	1.0	1.1784688958686655	0.7536633940306325	1.0	0.5944071408467694	0.1268924802027216	248.40920975369974	293.2047066470796	71.17583859709698	22.360679774997898	1711.159999999995	0.8453873536433687	1	1280.1350830317583	143.41762776067912	0	2	2
199	3			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	99	B01	B01	30031	1304.0	354.0	1.0	1.070708204639211	0.3004235541831342	1.0	0.5393498563218391	0.1134051691327878	206.6426524139641	243.82985871299684	65.05382386916237	22.20360331117452	1824.2039999999945	0.799632548727234	1	1292.6600512803436	331.71772501748194	0	3	3
199	4			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	99	B01	B01	17868	379.0	508.0	1.0	2.560784326538167	0.9475396951873816	1.0	0.26171783454417624	0.15546977927263553	324.4409838049041	306.8110167513546	35.0	11.661903789690601	1201.765999999996	0.5524448498152643	1	347.58383702708755	438.89433624356394	0	4	4
199	5			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	99	B01	B01	25007	1017.0	525.0	1.0	1.22337721089793	0.786889238430321	1.0	0.6139248275354136	0.12500675656666235	237.04543994689993	256.1815762306103	65.27633568147036	18.027756377319946	1585.5099999999945	0.8144408800013029	1	989.2294957411925	520.1346822889591	0	5	5
199	6			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	99	B01	B01	33425	655.0	573.0	1.0	1.2759928744094482	0.7626736661189836	1.0	0.48884111384111384	0.12903029890135928	276.13905247731094	326.49808575242827	75.15317691222374	20.248456731316587	1804.2419999999943	0.8206481708814141	1	669.3130590875094	546.0868810770381	0	6	6
199	7			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	99	B01	B01	29067	868.0	623.0	1.0	1.2018703351739637	0.8296900839229819	1.0	0.5653518496907457	0.1799799780982781	259.8947023913839	270.3368269400231	67.4166151627327	22.360679774997898	1424.5999999999954	0.8940253748558248	1	863.6057040630268	612.8060343344687	0	7	7
199	8			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	99	B01	B01	18720	76.0	634.0	1.0	2.051238219471162	0.8811059683543372	1.0	0.36342457775189285	0.08419339143470252	282.0921526146508	326.84093990808435	47.16990566028302	11.0	1671.5479999999948	0.6219682370921654	1	81.5159188034188	621.9846688034188	0	8	8
199	9			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	99	B01	B01	23734	529.0	731.0	1.0	1.281949797562807	0.800067790866029	1.0	0.5334921776658874	0.07941489045106875	238.20760438843158	275.9601420495358	59.665735560705194	15.033296378372908	1937.935999999994	0.7862715542230542	1	499.66950366562736	732.6863149911519	0	9	9
199	10			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	99	B01	B01	14223	1100.0	794.0	1.0	1.4298744972948214	0.8711526929982304	1.0	0.5932182182182182	0.2161190672871629	203.87714524118797	222.33533232484666	50.96076922496363	15.0	909.3979999999973	0.8492610837438426	1	1084.9450186317936	798.293187091331	0	10	10
199	11			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	99	B01	B01	25900	760.0	808.0	1.0	1.1914357897845727	0.7976772779426766	1.0	0.5483338273277724	0.08863519386380646	239.5573499470003	256.7041098229633	61.554853586049575	17.204650534085253	1916.247999999994	0.8188040402763068	1	737.6794980694981	836.0125868725869	0	11	11
199	12			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	99	B01	B01	24496	539.0	934.0	1.0	1.5609218429380636	0.9195745409583612	1.0	0.4570660894876292	0.17660936865949822	289.81311422996924	299.2524018282894	52.839379254491625	18.0	1320.2179999999958	0.8108439118849406	1	535.1935418027433	938.631572501633	0	12	12
200	1			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	9	B01	B01	29952	1083.0	125.0	1.0	2.0671349790174336	0.9499065536040912	1.0	0.3404255319148936	0.09257367030371015	378.1580729803063	386.9328107049078	54.78138369920935	15.524174696260024	2016.3879999999938	0.7764312470027089	1	1052.1865651709402	139.8116653311966	0	1	1
200	2			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	9	B01	B01	13596	144.0	129.0	1.0	1.0319438762419175	0.6079497916104205	1.0	0.7516585581601062	0.871400019057297	147.76691905518956	151.16216457830973	59.0	19.0	442.79399999999856	0.9837560146159692	1	146.42424242424244	131.34782288908502	0	2	2
200	3			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	9	B01	B01	20185	541.0	147.0	1.0	1.116464253368184	0.6233149292754306	1.0	0.5918660567675346	0.10403438185196452	188.343133700088	203.93136100168604	60.41522986797286	17.11724276862369	1561.4599999999957	0.8705872204610641	1	548.6434481050285	151.9130542482041	0	3	3
200	4			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	9	B01	B01	12817	204.0	322.0	1.0	1.0446501782871644	0.6615382145382789	1.0	0.7801923545166788	0.8706775834791107	147.4631547138749	147.33974345029924	55.14526271584895	18.384776310850235	430.09999999999854	0.984257410536016	1	206.87040649137865	319.45899976593586	0	4	4
200	5			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	9	B01	B01	44421	598.0	372.0	1.0	1.596000108048857	0.9231957155573122	1.0	0.5037422603252364	0.08641720098389132	395.7339687576295	437.1555787131167	74.24957912338628	21.93171219946131	2541.55200000002	0.7616051298317201	1	592.5169401859481	375.0934918169334	0	5	5
200	6			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	9	B01	B01	25820	732.0	524.0	1.0	1.3940968019539661	0.7564997850140796	1.0	0.38388343740707703	0.08925757886296694	252.85812023651732	308.66162702869303	51.73973328110612	13.892443989449804	1906.6039999999932	0.6581194402671221	1	762.7156080557708	496.288148721921	0	6	6
200	7			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	9	B01	B01	10830	770.0	630.0	1.0	1.666321781834602	0.8962965959765927	1.0	0.4226341463414634	0.23041334507684672	195.59021539285678	204.35263639111682	37.12142238654117	11.180339887498949	768.5379999999974	0.7400068329347456	1	776.6534626038781	649.9936288088643	0	7	7
201	1			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	100	B02	B02	2190	102.0	39.0	1.0	2.743707861179557	0.8841561460788571	1.0	0.2564102564102564	0.028700410373044577	111.90429880636498	117.09824934643558	9.219544457292887	2.0	979.2259999999974	0.4183381088825215	1	72.59041095890412	42.98995433789954	0	1	1
201	2			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	100	B02	B02	2729	229.0	142.0	1.0	3.2381300631253924	0.9158243459715498	1.0	0.24922374429223745	0.015384456169743316	138.97110199925243	149.12075643584967	7.211102550927978	1.4142135623730951	1493.019999999995	0.4148677409546975	1	254.24734334921217	139.00366434591425	0	2	2
201	3			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	100	B02	B02	1377	405.0	152.0	1.0	1.416836762839316	0.6476793126262628	1.0	0.4722222222222222	0.12155555151568152	56.031547643941956	67.17886572427373	11.40175425099138	3.0	377.29799999999915	0.5852103697407565	1	404.66013071895424	146.90922294843864	0	3	3
201	4			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	100	B02	B02	1489	529.0	268.0	1.0	2.3271813963896495	0.80553892995981	1.0	0.2449013157894737	0.035522942295280815	80.72412965332546	86.82165628459296	8.54400374531753	1.4142135623730951	725.7679999999979	0.4122369878183832	1	529.4996642041639	274.6971121558093	0	4	4
201	5			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	100	B02	B02	2841	590.0	288.0	1.0	1.3401947820604379	0.567448636677342	1.0	0.46788537549407117	0.05987944221537843	75.92716266368518	90.47651629014017	17.08800749063506	3.605551275463989	772.1499999999976	0.6029286926994907	1	581.4811686026047	290.082013375572	0	5	5
201	6			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	100	B02	B02	2690	426.0	377.0	1.0	5.72837354826583	0.9720860526757975	1.0	0.19132290184921763	0.01343584147910939	192.48167426940142	189.76301009416983	5.830951894845301	1.4142135623730951	1586.1659999999947	0.32109817964786624	1	495.63234200743494	372.9639405204461	0	6	6
201	7			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	100	B02	B02	1303	715.0	437.0	1.0	2.941012062865505	0.7477059605372784	1.0	0.24814321081698723	0.018982722396016723	82.19800457290825	93.47726996441435	5.385164807134504	1.0	928.7479999999972	0.3491425509110397	1	719.1204911742134	436.0176515732924	0	7	7
201	8			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	100	B02	B02	1344	946.0	446.0	1.0	1.990340287094414	0.8867177050439521	1.0	0.3333333333333333	0.06539377264021644	74.84271214299741	72.44998274671983	8.246211251235321	2.23606797749979	508.20199999999875	0.5237724084177708	1	944.9360119047619	438.81919642857144	0	8	8
201	9			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	100	B02	B02	2957	1147.0	647.0	1.0	1.5318672838265246	0.6949672757009444	1.0	0.375635162601626	0.04218728031165889	87.08846410247874	101.51847122568385	14.560219778561036	2.8284271247461903	938.5119999999969	0.5920512563820203	1	1134.757862698681	641.298275278999	0	9	9
202	1			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	10	B02	B02	19461	177.0	82.0	1.0	1.5150586228934841	0.9066533279949861	1.0	0.4258797268907563	0.12019732211403789	251.94691500159237	280.72228269234347	50.93132631298737	15.033296378372908	1426.395999999995	0.790599419065223	1	183.56189301680283	93.49832999331997	0	1	1
202	2			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	10	B02	B02	6885	1070.0	153.0	1.0	1.4495733817420955	0.8631162585895936	1.0	0.5047653958944281	0.4665055746487811	142.061475442711	154.0811474515945	32.28002478313795	10.198039027185569	430.65399999999863	0.8566096423017108	1	1077.922440087146	146.55773420479304	0	2	2
202	3			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	10	B02	B02	3879	1023.0	190.0	1.0	1.433193404408525	0.8391661166725551	1.0	0.3888721804511278	0.439588571844988	104.37522375020849	112.53888216967503	26.40075756488817	7.615773105863909	332.99799999999897	0.8491681260945709	1	1015.2240268110338	197.30729569476668	0	3	3
202	4			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	10	B02	B02	12969	1078.0	227.0	1.0	1.7820155691712478	0.9446072174313472	1.0	0.4114791547687036	0.39096285421981003	230.0343003640433	233.00643767930532	36.76955262170047	13.038404810405298	645.6399999999974	0.904487917146145	1	1071.6820880561338	227.54283290924513	0	4	4
202	5			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	10	B02	B02	43457	349.0	799.0	1.0	1.270922659106675	0.7240272237210277	1.0	0.4907068654019874	0.08779344287689372	308.0450903020243	368.65702217643974	84.75848040166836	23.194827009486403	2494.042000000017	0.6988678395677205	1	338.35796304392846	822.6354557378559	0	5	5
202	6			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	10	B02	B02	17225	1146.0	901.0	1.0	1.4856835370684554	0.8702833321462686	1.0	0.4243446984627513	0.10317148455380287	228.54710796245047	259.0617686961934	43.01162633521314	13.892443989449804	1448.4539999999959	0.8039673278879814	1	1145.5237155297532	874.8903918722787	0	6	6
203	1			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	11	B02	B02	17967	1266.0	295.0	1.0	2.0261431576990216	0.8911772735329787	1.0	0.30404101939283174	0.10852556863890078	276.69251438134023	304.5275028630419	40.024992192379	11.180339887498949	1442.369999999995	0.44478277014481993	1	1215.8168308565703	275.5252963766906	0	1	1
203	2			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	11	B02	B02	37026	356.0	422.0	1.0	1.3011154427548022	0.7936898708876415	1.0	0.38868768305356977	0.2522739164272447	298.5982682817184	347.522661131616	72.42237223399962	23.323807579381203	1358.0699999999943	0.6434212927161985	1	368.51096526764974	414.7208718198023	0	2	2
203	3			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	11	B02	B02	20827	1137.0	512.0	1.0	2.0777816477197892	0.9576924815856995	1.0	0.2994880791464151	0.1316584903220616	318.32538720601343	380.5325216062354	49.64876634922564	13.416407864998739	1409.9179999999951	0.7837064910630291	1	1126.68531233495	509.80731742449706	0	3	3
203	4			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	11	B02	B02	35753	163.0	511.0	1.0	1.351397897198784	0.8530751536308109	1.0	0.5063303687758455	0.17540564198154066	310.3140731929966	319.50743340335606	70.71067811865476	24.351591323771842	1600.4399999999948	0.8199947249521231	1	134.90865102229185	481.3439431656085	0	4	4
203	5			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	11	B02	B02	9476	1062.0	738.0	1.0	1.1854153858738312	0.8282316462799296	1.0	0.6977908689248895	0.7613680537798213	147.28567076826994	148.14182393908885	40.52159917870962	14.7648230602334	395.475999999999	0.9758006384512407	1	1066.7836639932461	747.7957999155761	0	5	5
203	6			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	11	B02	B02	14280	575.0	923.0	1.0	1.0834441359766687	0.7329584139764251	1.0	0.6831228473019518	0.5079265659528156	163.8141503226507	178.05897899291685	56.356011214421486	18.384776310850235	594.3859999999981	0.9518413597733711	1	575.223599439776	923.6077731092437	0	6	6
203	7			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	11	B02	B02	12754	1136.0	942.0	1.0	1.0183746895151051	0.39172261892842614	1.0	0.7058107360265634	0.4709782484172308	133.59809615204713	148.18906842274163	58.9406481131655	18.0	583.3479999999985	0.9328213567379776	1	1133.3447545867964	944.2961423867022	0	7	7
204	1			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	12	B02	B02	14849	688.0	126.0	1.0	1.116100357165947	0.7721845256072793	1.0	0.6871673839603869	0.8090578176972674	173.0689075186859	169.9941175452845	53.53503525729669	19.0	480.2459999999983	0.9774223275408108	1	677.8617415314162	118.94437335847532	0	1	1
204	2			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	12	B02	B02	37362	924.0	186.0	1.0	1.0552792208572448	0.4826744160435249	1.0	0.5449294809153625	0.1354638398633913	237.8726316131439	270.266535109325	87.04596486914255	24.020824298928627	1861.6939999999938	0.856170583315192	1	926.8336277501204	199.5133558160698	0	2	2
204	3			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	12	B02	B02	58611	1133.0	407.0	1.0	1.4455198356434236	0.9073859754309822	1.0	0.4898209898209898	0.057914699570264044	427.24535935455276	433.0415684434925	80.65358020571685	25.942243542145693	3566.1540000000637	0.8407289731691399	1	1118.8352186449642	401.68940983774377	0	3	3
204	4			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	12	B02	B02	11092	1006.0	801.0	1.0	1.1198105659250412	0.6897700323198352	1.0	0.6949874686716792	0.2105727240930275	143.80082211907745	163.40440630533806	48.0	13.416407864998739	813.5959999999977	0.8684622611963668	1	1003.5725748287053	793.2353047241255	0	4	4
204	5			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	12	B02	B02	12069	1232.0	878.0	1.0	1.0393151234109121	0.34485414658248514	1.0	0.7263480982185845	0.7928211481571658	130.08166975805054	134.4953530795767	51.10772935672255	16.97056274847714	437.3739999999988	0.9593418385596757	1	1239.515535669898	880.6384953185848	0	5	5
204	6			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	12	B02	B02	11881	994.0	899.0	1.0	1.2483136288061152	0.7998412881094499	1.0	0.6570259359619532	0.3033113424614324	166.3233536855578	178.39282496782207	48.60041152089147	14.0	701.595999999998	0.9050121876904327	1	993.394495412844	914.9330864405354	0	6	6
205	1			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	13	B02	B02	15275	379.0	241.0	1.0	1.9991741593574166	0.9545952562463581	1.0	0.46755433119069484	0.11906704627756905	266.6979437569474	274.3665431498527	39.698866482558415	12.36931687685298	1269.695999999996	0.8174350466914617	1	368.11312602291326	240.2663829787234	0	1	1
205	2			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	13	B02	B02	25275	934.0	440.0	1.0	1.398446666847656	0.7008512351730115	1.0	0.321413583936315	0.17950327025300372	243.74001203423418	299.8216136305053	58.69412236331676	16.76305461424021	1330.191999999995	0.5874355041137916	1	917.7730563798219	412.8439169139466	0	2	2
205	3			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	13	B02	B02	31906	1051.0	662.0	1.0	1.308621121089479	0.8447173958291984	1.0	0.5423884402889928	0.21350612715757722	286.88040133530785	324.34703636691364	69.42621983083913	21.213203435596427	1370.3639999999955	0.8799591819849139	1	1085.0640005014732	647.127781608475	0	3	3
205	4			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	13	B02	B02	21521	937.0	723.0	1.0	1.5192041794605606	0.7664382908904198	1.0	0.3542201593258279	0.15523992181095075	242.27853552802293	278.19597409020855	56.0357029044876	15.297058540778355	1319.879999999995	0.7212856520427657	1	921.7240834533711	737.5977882068677	0	4	4
206	1			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	14	B02	B02	31965	982.0	180.0	1.0	1.9100846417217026	0.9156274532679046	1.0	0.34744187563178663	0.06630931265057008	365.04787087489393	391.89411835341446	51.61395160225576	15.0	2461.246000000013	0.6588819722142062	1	938.1895823557015	136.37947755357422	0	1	1
206	2			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	14	B02	B02	22031	1137.0	831.0	1.0	2.5150788886735986	0.873881277082467	1.0	0.23805973374827108	0.07026566827341252	337.0975116420243	399.51595712812275	40.718546143004666	10.0	1984.953999999993	0.4349783310463291	1	1157.2427488538876	837.0897371885071	0	2	2
207	1			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	15	B02	B02	15336	808.0	670.0	1.0	1.0782795961385918	0.6262424534929358	1.0	0.6299704239237595	0.1693208171889372	161.5357800373085	179.61069010501575	54.74486277268398	16.97056274847714	1066.8559999999966	0.8649258361062546	1	802.7926447574334	673.7512389149713	0	1	1
207	2			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	15	B02	B02	54325	1084.0	763.0	1.0	1.5856531663736513	0.9039726763832743	1.0	0.4689536700534344	0.07945627070474677	429.6759462426058	490.84620809373683	81.60882305241266	23.0	2931.168000000036	0.7802065231440922	1	1086.7954901058445	757.1895812241141	0	2	2
208	1			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	16	B02	B02	64315	348.0	159.0	1.0	1.164282121014788	0.7133919255935899	1.0	0.4899667844953681	0.22053782267682492	356.82133822034416	454.45901905452376	111.01801655587259	32.202484376209235	1914.3419999999926	0.7751036444273042	1	351.9997512244422	144.95581124154552	0	1	1
208	2			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	16	B02	B02	52918	551.0	283.0	1.0	1.0804703627993466	0.6408039005987358	1.0	0.6635485893416928	0.08623074773782247	302.01638814572954	348.4207226902556	102.31813133555558	29.410882339705484	2776.99800000002	0.8674513146678907	1	542.2990097887297	276.6501568464417	0	2	2
208	3			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	16	B02	B02	9797	847.0	325.0	1.0	1.0591498619289121	0.6784806271908469	1.0	0.7404580152671756	0.8453758204945995	130.78284961909853	131.38112497615478	48.104053883222775	15.811388300841896	381.61599999999896	0.977110656759587	1	845.3461263652139	331.4545268959886	0	3	3
