ImageNumber	ObjectNumber	Metadata_ChannelNumber	Metadata_FileLocation	Metadata_Frame	Metadata_Plate	Metadata_Series	Metadata_Site	Metadata_Well	Metadata_Well	AreaShape_Area	AreaShape_Center_X	AreaShape_Center_Y	AreaShape_Center_Z	AreaShape_Perimeter	AreaShape_Solidity	Children_SG_Count	Intensity_IntegratedIntensity_Caprin1	Intensity_IntegratedIntensity_GFP	Intensity_MeanIntensity_Caprin1	Intensity_MeanIntensity_GFP	Intensity_MedianIntensity_Caprin1	Intensity_MedianIntensity_GFP	Intensity_StdIntensity_Caprin1	Intensity_StdIntensity_GFP	Location_Center_X	Location_Center_Y	Mean_SG_Distance_Centroid_Cytoplasm_Norm	Mean_SG_Distance_Minimum_Cytoplasm_Norm	Mean_SG_Location_Center_X	Mean_SG_Location_Center_Y	Mean_SG_Location_Center_Z	Mean_SG_Number_Object_Number	Number_Object_Number	Parent_cell	Parent_nuclei
1	14			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	100	A01	A01	12001	1068.0	553.0	1.0	1981.2799999999938	0.48609676570062976	0	62.932312328135595	26.657907981891185	0.0052439223671473705	0.0022213072228890246	0.00509651331230998	0.002166781108826399	0.0009472554934911435	0.00026787586554739444	1059.3284726272811	598.3531372385635							14	14	14
1	15			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	100	A01	A01	17226	0.0	595.0	1.0	1493.9499999999953	0.5548630236266126	0	78.21176622691564	47.7732814415358	0.004540332417677676	0.002773324128731905	0.0045929658226668835	0.002822919050231576	0.0007827947201774552	0.00043277008225306945	76.71990015093463	646.3903401834436							15	15	15
1	16			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	100	A01	A01	8643	724.0	692.0	1.0	1424.5239999999956	0.5575769305206114	0	57.73850712738931	18.728252074681222	0.006680378008491185	0.0021668693827005927	0.006042572669684887	0.0020599679555743933	0.0016394036177050867	0.0002837573108909543	752.1796829804466	702.6003702418142							16	16	16
1	17			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	100	A01	A01	9117	976.0	673.0	1.0	1708.8919999999944	0.44792178441583963	0	45.11415372090414	19.720897225895897	0.004948355130076137	0.0021630906247555003	0.0048981462605297565	0.0021362630650401115	0.0007596604184680452	0.00019344813316843159	987.3477020949874	738.935066359548							17	17	17
1	18			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	100	A01	A01	471	597.0	753.0	1.0	766.7159999999972	0.05463720201844441	0	2.107301485957578	0.7634546423796564	0.004474100819442841	0.0016209228076001197	0.004448004998266697	0.0016174563206732273	0.0006650875381236914	7.58522264574239e-05	559.4267515923567	764.0297239915075							18	18	18
1	19			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	100	A01	A01	6330	908.0	679.0	1.0	1144.7599999999964	0.49445399156381814	0	44.52724572038278	14.162157622398809	0.007034320019017817	0.002237307681263635	0.007156481500715017	0.0022278171963989735	0.0012618988265836585	0.0002198538872711247	887.7840442338073	716.3319115323854							19	19	19
1	20			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	100	A01	A01	3521	1290.0	768.0	1.0	1507.121999999995	0.1999772817629352	0	21.53832343313843	6.920057982672006	0.006117104070757861	0.0019653672202987805	0.006225680932402611	0.0019684138242155313	0.0009267686699639896	0.00013695790315352907	1265.2550411814825	816.2618574268673							20	20	20
2	1			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	10	A01	A01	11436	128.0	111.0	1.0	2771.5460000000267	0.4021662681108454	0	50.917159902863204	21.991546496748924	0.0044523574591520815	0.0019230103617304062	0.004455634392797947	0.0019073777366429567	0.0005146901156903857	9.218829960968234e-05	213.23294858342078	104.5216859041623							1	1	1
2	2			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	10	A01	A01	28786	409.0	258.0	1.0	3481.1420000000594	0.5592935484811098	0	118.4314659317024	58.88976881210692	0.004114203638286056	0.0020457781147817313	0.003982604946941137	0.0019989318680018187	0.0007062325779858214	0.00019644554547667574	476.04116584450776	172.48172722851385							2	2	2
2	3			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	10	A01	A01	24072	202.0	299.0	1.0	3153.5960000000314	0.5606222926079464	0	91.71600017463788	47.78770121722482	0.0038100697978829296	0.001985198621519808	0.00379949645139277	0.001983672846108675	0.00037908587091424733	0.00012404772890068182	116.4322033898305	294.65412097042207							3	3	3
2	4			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	10	A01	A01	33385	360.0	445.0	1.0	2594.826000000017	0.6264836412426463	0	132.04765581409447	70.09901577676646	0.0039552989610332325	0.002099715913636857	0.0038910505827516317	0.002075226977467537	0.0005652760519939544	0.00018820745425885587	431.8579302081773	429.87275722629926							4	4	4
2	5			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	10	A01	A01	474	195.0	494.0	1.0	770.1999999999967	0.045298165137614685	0	1.795559649122879	0.7769741357769817	0.003788100525575694	0.0016391859404577673	0.003784237429499626	0.001632715342566371	0.0004631853768087571	6.782078265808786e-05	259.7299578059072	489.77848101265823							5	5	5
2	6			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	10	A01	A01	824	307.0	607.0	1.0	1014.2759999999962	0.06833354065596883	0	3.748607678571716	1.4177767601795495	0.004549281163315189	0.0017206028642955697	0.004470893647521734	0.0017090104520320892	0.0008192772460941759	0.0001332632131195188	348.02912621359224	605.8106796116505							6	6	6
2	7			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	10	A01	A01	35309	222.0	698.0	1.0	3526.478000000063	0.5642398286937902	0	152.44309350010008	80.9998321889434	0.004317400478634345	0.0022940279302428104	0.003921568859368563	0.002151522086933255	0.0012475556446166745	0.00046325688579051147	153.42887082613498	654.1936050298791							7	7	7
2	8			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	10	A01	A01	16861	1295.0	582.0	1.0	2744.6280000000343	0.5543555095263928	0	72.96449365839362	35.39060043427162	0.004327411995634519	0.0020989621276479224	0.00430304417386651	0.002029449911788106	0.0007936154678627656	0.0002643891764188914	1219.8609216535199	643.2415633710931							8	8	8
2	9			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	10	A01	A01	9824	533.0	587.0	1.0	2673.9020000000137	0.31732803591905295	0	42.06244070758112	19.61388570535928	0.004281600234892215	0.001996527453721425	0.004348821472376585	0.001937895780429244	0.0005902649679215545	0.00019505063821197174	539.0297231270358	635.2889861563518							9	9	9
2	10			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	10	A01	A01	18439	1001.0	689.0	1.0	2290.336000000003	0.574200077851304	0	77.83775241393596	37.43198290118016	0.00422136517240284	0.002030044085968879	0.0041962312534451485	0.0019684138242155313	0.00044413070980344523	0.00022004940681028128	944.4669450620967	735.1570041759314							10	10	10
2	11			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	10	A01	A01	14099	1249.0	806.0	1.0	1017.5119999999966	0.6250803573407816	0	72.99188380106352	39.07771420222707	0.005177096517558942	0.0027716656643894653	0.005050736479461193	0.0027008468750864267	0.0008794072576612013	0.0004196299773424559	1199.7616852259025	788.4843605929499							11	11	11
2	12			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	10	A01	A01	24094	1059.0	918.0	1.0	1468.935999999994	0.6650565162786204	0	116.26328138960525	65.712123375386	0.0048254038926539905	0.0027273231250679007	0.00474555604159832	0.0027161058969795704	0.0010297901978106368	0.0005569995946457366	1060.4298995600564	818.7538391300739							12	12	12
2	13			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	10	A01	A01	13020	117.0	814.0	1.0	2056.953999999993	0.45850721039564735	0	56.51937235542573	30.746486607939005	0.0043409656186962926	0.0023614813062933183	0.004364080261439085	0.0022278171963989735	0.0008588478879717732	0.0005280364316327008	140.39508448540707	842.9963901689708							13	13	13
2	14			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	10	A01	A01	29564	737.0	817.0	1.0	2468.686000000007	0.5763693255480714	0	124.50670825480483	70.92780955089256	0.004211429720430417	0.002399127640065369	0.0041046771220862865	0.002334630349650979	0.0009614074454468807	0.000385848092939094	787.6250845623055	864.0878094980382							14	14	14
2	15			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	10	A01	A01	23945	636.0	849.0	1.0	2245.5019999999995	0.6097219392951722	0	100.17264235997573	54.55617607641034	0.004183447164751544	0.0022783953258054017	0.004165713209658861	0.0022583352401852608	0.0008031025578759269	0.00029682912668210163	580.0557110043851	926.5027354353728							15	15	15
2	16			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	10	A01	A01	23255	1124.0	964.0	1.0	1791.9419999999936	0.6441025356949964	0	99.41529147000983	55.552666501142085	0.004275007158460969	0.002388848269238533	0.004318303428590298	0.0023956664372235537	0.0008550540016009774	0.00028163953473121073	1179.2706084712966	953.6728015480542							16	16	16
2	17			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	10	A01	A01	6090	997.0	1039.0	1.0	1103.1739999999959	0.3695724732226841	0	29.028168708784506	17.80508136563003	0.00476653016564606	0.002923658680727427	0.00509651331230998	0.0028534370940178633	0.001991291205139667	0.0007932608185936978	1005.4827586206897	1012.3619047619047							17	17	17
3	1			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	11	A01	A01	12754	92.0	0.0	1.0	1672.8479999999945	0.46037504286462	0	58.01106384349987	31.198458831524476	0.0045484603923082855	0.002446170521524579	0.004333562217652798	0.0023651483934372663	0.0008455828563905429	0.00029768484994965953	174.92308295436726	88.47098949349224							1	1	1
3	2			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	11	A01	A01	488	374.0	142.0	1.0	821.2959999999971	0.040202660954813195	0	1.7404745742678642	0.7821622032206506	0.0035665462587456233	0.0016027914000423167	0.0035400930792093277	0.0016021972987800837	0.0005095943107376494	7.781911175210848e-05	421.93237704918033	109.68237704918033							2	2	2
3	3			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	11	A01	A01	37404	863.0	259.0	1.0	2695.704000000021	0.6461554407725394	0	162.77715997071937	97.59311815840192	0.0043518650403892465	0.0026091626071650604	0.004226749297231436	0.002517738612368703	0.0008480891953108081	0.00043088464346027516	965.5071382739814	198.4890653406053							3	3	3
3	4			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	11	A01	A01	15717	709.0	363.0	1.0	1961.521999999994	0.4669826036575401	0	73.60225988179445	37.239536117063835	0.004682971297435544	0.0023693794055521943	0.004669260699301958	0.0023498893715441227	0.0007134558739899959	0.0002530179135423319	677.1924031303683	275.04860978558247							4	4	4
3	5			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	11	A01	A01	448	75.0	252.0	1.0	730.7479999999969	0.04727733220768258	0	1.586739924037829	0.6829633018933237	0.00354183018758444	0.0015244716560118832	0.0035400930792093277	0.0015259021893143654	0.0005339826923137867	5.674734980443539e-05	117.63169642857143	293.81026785714283							5	5	5
3	6			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	11	A01	A01	341	433.0	309.0	1.0	546.9779999999978	0.06700727058361172	0	1.150209821993485	0.535881589865312	0.003373049331359194	0.0015715002635346392	0.0033340962836518884	0.0015564202331006527	0.0006264358124488777	8.957103092979905e-05	469.0791788856305	323.27272727272725							6	6	6
3	7			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	11	A01	A01	30018	349.0	271.0	1.0	3375.798000000051	0.495976736116848	0	138.24075982812792	70.57289996067993	0.004605262170302083	0.0023510193870570966	0.004623483866453171	0.0023498893715441227	0.0006079396723825612	0.00022806402810538119	285.4645879139183	345.46671996801916							7	7	7
3	8			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	11	A01	A01	318	485.0	416.0	1.0	517.2139999999984	0.07419505366308912	0	1.0734722034540027	0.497856107307598	0.0033756987530000086	0.001565585243105654	0.00317387655377388	0.001541161211207509	0.0007598728318682639	9.743631076701865e-05	489.02201257861634	376.47484276729557							8	8	8
3	9			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	11	A01	A01	23771	1046.0	322.0	1.0	1959.209999999994	0.5780674343105188	0	106.75706310174428	60.857648570556194	0.004491063190515514	0.002560163584643313	0.004318303428590298	0.002517738612368703	0.0008526195774217383	0.0003237112367696342	983.9982331412225	371.85772580034495							9	9	9
3	10			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	11	A01	A01	29899	1177.0	259.0	1.0	2730.4240000000273	0.5620218425158368	0	127.610744478181	75.62735940865241	0.00426806062002679	0.002529427720280023	0.004180971998721361	0.0024414435029029846	0.000792643384075925	0.0003712446223907357	1169.032476002542	330.96397872838554							10	10	10
3	11			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	11	A01	A01	9259	581.0	494.0	1.0	1214.4339999999954	0.4409782582811421	0	49.48827442456968	22.812970163300633	0.005344883294585774	0.002463869765989916	0.005493247881531715	0.0025024795904755592	0.0009153168160275021	0.00033900261728217007	574.6412139539907	485.7814018792526							11	11	11
3	12			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	11	A01	A01	1111	297.0	558.0	1.0	897.6519999999966	0.11621338912133891	0	5.41698338277638	2.198321507079527	0.0048757726217609175	0.0019786872250940834	0.005233844742178917	0.002029449911788106	0.0010725713902833736	0.00018510852272524516	314.94419441944194	537.5571557155715							12	12	12
3	13			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	11	A01	A01	13475	1324.0	622.0	1.0	1881.4079999999947	0.535838552540014	0	54.521584805101156	29.200106806354597	0.004046128742493592	0.002166983807521677	0.004013122990727425	0.0021362630650401115	0.0005009617358830224	0.00016319139352855526	1320.282374768089	562.5793692022263							13	13	13
3	14			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	11	A01	A01	466	953.0	501.0	1.0	787.8439999999975	0.04305645384828605	0	1.7668269032146782	0.7653009840287268	0.003791474041233215	0.0016422767897612163	0.0036316472105681896	0.001632715342566371	0.0005692261026599106	9.049755813465774e-05	987.6244635193133	552.3605150214593							14	14	14
3	15			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	11	A01	A01	1299	872.0	634.0	1.0	1082.3459999999964	0.09829738933030648	0	6.9399711231235415	2.4919661243911833	0.005342548978540063	0.0019183726900624967	0.005859464406967163	0.0020141908898949623	0.0012592228680104623	0.00020706637101739338	854.239414934565	614.2317167051579							15	15	15
3	16			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	11	A01	A01	432	1154.0	506.0	1.0	726.2899999999978	0.04985574148874783	0	1.9509728092234582	0.6765697717200965	0.004516140762091338	0.0015661337308335566	0.004547188524156809	0.0015564202331006527	0.0004005812790790182	6.291431112669052e-05	1154.8541666666667	570.8819444444445							16	16	16
3	17			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	11	A01	A01	15526	770.0	634.0	1.0	2096.163999999994	0.43005332040717403	0	86.14844146510586	40.529259184608236	0.005548656541614444	0.002610412159255973	0.005340657662600279	0.00254825665615499	0.0012073315045564403	0.0004683082098338546	717.7240113358238	549.030336210228							17	17	17
3	18			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	11	A01	A01	11909	462.0	551.0	1.0	1590.4519999999943	0.5123252312325232	0	64.78416245686822	28.122728306800127	0.005439933030218173	0.002361468494986995	0.005233844742178917	0.002288853283971548	0.0011721342419652497	0.00032281117000193185	439.73902090855654	596.8079603661097							18	18	18
3	19			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	11	A01	A01	12498	539.0	558.0	1.0	1023.6139999999967	0.5473776415197635	0	73.9373936955817	31.50869000563398	0.005915938045733854	0.0025210985762229143	0.005828946363180876	0.0025024795904755592	0.0008582197669545956	0.00021646775751098813	545.3748599775964	597.7115538486157							19	19	19
3	20			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	11	A01	A01	7590	728.0	670.0	1.0	952.2439999999963	0.45196057998630423	0	45.67185554886237	20.453253981657326	0.006017372272577387	0.0026947633704423354	0.0059967958368361	0.0026245517656207085	0.0014212888813327567	0.00039088984027216647	662.2977602108037	661.165744400527							20	20	20
3	21			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	11	A01	A01	2198	202.0	726.0	1.0	1276.5299999999957	0.1798764270223822	0	12.392233387101442	4.451422902755439	0.00563795877484142	0.0020252151513900996	0.005935759749263525	0.0020599679555743933	0.001122676817529788	0.00016479807594499022	186.2579617834395	709.5500454959054							21	21	21
3	22			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	11	A01	A01	468	1123.0	720.0	1.0	771.9199999999969	0.04566967553061724	0	1.7710536601953208	0.7128404667600989	0.0037843026927250447	0.001523163390513032	0.003738460363820195	0.0015259021893143654	0.0006154472680327918	5.445785463663143e-05	1176.025641025641	694.7008547008547							22	22	22
3	23			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	11	A01	A01	7908	599.0	771.0	1.0	1062.575999999997	0.4742713206189277	0	45.784284084104	20.69048599503003	0.005789616095612545	0.002616399341809564	0.005737392231822014	0.002563515678048134	0.0010934907706211597	0.0003727106207550461	534.2902124430956	738.9564997470916							23	23	23
3	24			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	11	A01	A01	18922	801.0	783.0	1.0	1537.2739999999942	0.606941236848858	0	85.63181677018292	50.46048675267957	0.004525516159506549	0.0026667628555480166	0.004379339516162872	0.002609292743727565	0.0007930098604517245	0.0003921751059743835	752.6960152203784	762.3594228939859							24	24	24
3	25			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	11	A01	A01	7795	323.0	828.0	1.0	1492.5359999999953	0.43368198508957384	0	42.97448777779937	18.611734183505177	0.00551308374314296	0.0023876503121879637	0.00521858548745513	0.002288853283971548	0.00119317124088651	0.00034948510032171005	344.6460551635664	791.0282232200128							25	25	25
3	26			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	11	A01	A01	13093	920.0	823.0	1.0	1418.0259999999948	0.5590998377316595	0	70.30142786633223	43.38129282230511	0.005369390351052642	0.003313319546498519	0.004715037997812033	0.0029297322034835815	0.001907051064164973	0.0011478925993221255	992.1949133124571	808.1021920109982							26	26	26
3	27			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	11	A01	A01	9931	434.0	862.0	1.0	1372.5679999999952	0.46922913369085034	0	50.337316955439746	24.425604633055627	0.005068705765324715	0.0024595312287841735	0.00509651331230998	0.0024872205685824156	0.0008888281690864993	0.00025189540043142	460.5808075722485	841.8861141878965							27	27	27
3	28			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	11	A01	A01	484	110.0	805.0	1.0	808.0219999999972	0.04260375863738391	0	1.689555210294202	0.8071107040159404	0.0034908165501946324	0.0016675840992064885	0.003387502860277891	0.0016479743644595146	0.0004947764103712067	8.827071670578118e-05	129.44628099173553	874.9214876033058							28	28	28
3	29			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	11	A01	A01	15536	452.0	932.0	1.0	1747.693999999994	0.5199377520456485	0	74.50370182772167	40.26559852575883	0.004795552383349747	0.002591760976168823	0.0048981462605297565	0.002639810787513852	0.0007587791811242783	0.00031955848801518616	525.7440139031926	907.2969232749742							29	29	29
3	30			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	11	A01	A01	17019	816.0	847.0	1.0	1499.9619999999945	0.6214602618173851	0	74.55085199163295	48.42796988016926	0.004380448439487218	0.0028455238192707714	0.004242008086293936	0.0026550698094069958	0.0009727960573799058	0.0005865480514812848	799.8568070979494	909.8490510605793							30	30	30
3	31			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	11	A01	A01	9704	828.0	1034.0	1.0	1434.2679999999948	0.43994106313045456	0	52.57384699769318	28.552407283335924	0.00541775010281257	0.0029423338090824322	0.005752651486545801	0.0027618829626590014	0.001574867849517548	0.000744370064061417	885.7782357790602	945.7190849134378							31	31	31
4	1			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	12	A01	A01	43374	0.0	0.0	1.0	3143.44200000004	0.6002864833818878	0	162.22360765654594	101.84170288732275	0.0037401117641108943	0.0023479896455785207	0.0036469062324613333	0.0022735942620784044	0.0008708922597147857	0.00042451878859145985	187.795015447042	116.06600728547056							1	1	1
4	2			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	12	A01	A01	23921	485.0	348.0	1.0	2834.316000000021	0.5516072499192917	0	103.39234197954647	46.32195009221323	0.004322241627839407	0.0019364554195983959	0.004348821472376585	0.0019073777366429567	0.0007243731917294157	0.00016238938343082323	518.1295096358848	270.0522553404958							2	2	2
4	3			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	12	A01	A01	14382	186.0	336.0	1.0	1269.319999999996	0.5774975907484742	0	63.33431094372645	41.126421115593985	0.004403720688619555	0.0028595759362810445	0.00440985755994916	0.0028381780721247196	0.001205089279760759	0.000702001121177319	132.405020164094	363.9043248505076							3	3	3
4	4			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	12	A01	A01	24694	262.0	330.0	1.0	1613.4139999999943	0.6116160990712073	0	103.98155368654989	65.71427480410784	0.004210802368451846	0.0026611433872239347	0.004226749297231436	0.0026703288313001394	0.0009060879562315831	0.00047408856049475337	322.0224750951648	351.5272130881996							4	4	4
4	5			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	12	A01	A01	2266	1227.0	459.0	1.0	1432.5679999999952	0.14213134290911372	0	12.173312234226614	3.940489813685417	0.0053721589736216305	0.0017389628480518169	0.005477989092469215	0.0017547875177115202	0.0005335838479842999	8.108785373991426e-05	1242.4457193292144	460.5864960282436							5	5	5
4	6			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	12	A01	A01	25621	20.0	533.0	1.0	2004.6999999999935	0.6017144199154533	0	114.19460000935942	61.89488059445284	0.0044570703723258035	0.002415787072887586	0.004150453954935074	0.0022735942620784044	0.0013616475710918783	0.0005414790106125475	141.47906014597402	519.1425783536943							6	6	6
4	7			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	12	A01	A01	19978	463.0	415.0	1.0	3247.51800000004	0.4553286534779834	0	84.53081739973277	37.21017775894143	0.004231195184689797	0.0018625577014186319	0.00430304417386651	0.0018463416490703821	0.0005594665095432595	0.00013667541919548407	431.55130643708077	508.4434878366203							7	7	7
4	8			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	12	A01	A01	14220	183.0	693.0	1.0	3333.054000000053	0.39279597812275563	0	57.42813864769414	25.77714197919704	0.004038547021638125	0.0018127385358085119	0.004013122990727425	0.0018005645833909512	0.0004044643995375808	8.781949115574138e-05	257.7039381153305	715.77805907173							8	8	8
